feature,Estimate_group,pvalue,fdr,sign_group,method,vs,fold_change,log2FC,_row
Spop,Group,0.0001,0.0025,DMSO,DESeq2,DMSO vs T4400,1.1778,0.2361,Spop
Spopl,Group,0.0621,0.1969,DMSO,DESeq2,DMSO vs T4400,1.182,0.2412,Spopl
Spp1,Group,0.0001,0.0038,DMSO,DESeq2,DMSO vs T4400,1.303,0.3818,Spp1
Sppl2a,Group,0.3595,0.5785,DMSO,DESeq2,DMSO vs T4400,1.0864,0.1195,Sppl2a
Sppl2b,Group,0.295,0.5166,T4400,DESeq2,DMSO vs T4400,0.9473,-0.0782,Sppl2b
Sppl3,Group,0.0731,0.2172,DMSO,DESeq2,DMSO vs T4400,1.0929,0.1282,Sppl3
Spr,Group,0.0278,0.118,DMSO,DESeq2,DMSO vs T4400,1.1739,0.2313,Spr
Spred1,Group,0.0889,0.2462,DMSO,DESeq2,DMSO vs T4400,1.1719,0.2289,Spred1
Spred2,Group,0.1695,0.369,DMSO,DESeq2,DMSO vs T4400,1.079,0.1097,Spred2
Spred3,Group,0.1848,0.39,DMSO,DESeq2,DMSO vs T4400,1.1017,0.1397,Spred3
Sprr1a,Group,0.3071,0.5287,DMSO,DESeq2,DMSO vs T4400,1.1369,0.1851,Sprr1a
Sprr2e,Group,0.016,0.0819,DMSO,DESeq2,DMSO vs T4400,6.5469,2.7108,Sprr2e
Sprr2g,Group,0.0003,0.0068,DMSO,DESeq2,DMSO vs T4400,4.8972,2.292,Sprr2g
Sprr2h,Group,0.0002,0.0056,DMSO,DESeq2,DMSO vs T4400,14.7284,3.8805,Sprr2h
Sprr2k,Group,0.0105,0.062,T4400,DESeq2,DMSO vs T4400,0.279,-1.8415,Sprr2k
Sprtn,Group,0.3422,0.5637,T4400,DESeq2,DMSO vs T4400,0.9427,-0.0851,Sprtn
Spry1,Group,0.0366,0.1405,DMSO,DESeq2,DMSO vs T4400,1.1473,0.1982,Spry1
Spry2,Group,0.0697,0.2114,T4400,DESeq2,DMSO vs T4400,0.8811,-0.1826,Spry2
Spry4,Group,0.0752,0.2217,DMSO,DESeq2,DMSO vs T4400,1.183,0.2425,Spry4
Spryd3,Group,0.0296,0.1225,T4400,DESeq2,DMSO vs T4400,0.9216,-0.1179,Spryd3
Spryd4,Group,0.5764,0.7528,T4400,DESeq2,DMSO vs T4400,0.9496,-0.0747,Spryd4
Spryd7,Group,0.7267,0.8518,T4400,DESeq2,DMSO vs T4400,0.9785,-0.0313,Spryd7
Spsb1,Group,0.0002,0.0052,DMSO,DESeq2,DMSO vs T4400,1.3553,0.4387,Spsb1
Spsb2,Group,0.1763,0.3788,T4400,DESeq2,DMSO vs T4400,0.9141,-0.1295,Spsb2
Spsb3,Group,0.0282,0.119,T4400,DESeq2,DMSO vs T4400,0.8881,-0.1713,Spsb3
Spsb4,Group,0.1669,0.3657,DMSO,DESeq2,DMSO vs T4400,1.2329,0.3021,Spsb4
Spta1,Group,0.1183,0.2946,T4400,DESeq2,DMSO vs T4400,0.4526,-1.1437,Spta1
Sptan1,Group,0.1044,0.2724,T4400,DESeq2,DMSO vs T4400,0.9277,-0.1083,Sptan1
Sptb,Group,0.205,0.4161,T4400,DESeq2,DMSO vs T4400,0.7953,-0.3304,Sptb
Sptbn1,Group,0.333,0.5536,DMSO,DESeq2,DMSO vs T4400,1.0684,0.0955,Sptbn1
Sptbn2,Group,0.4379,0.6458,T4400,DESeq2,DMSO vs T4400,0.9199,-0.1205,Sptbn2
Sptbn4,Group,0.4838,0.6825,DMSO,DESeq2,DMSO vs T4400,1.1914,0.2527,Sptbn4
Sptlc1,Group,0.1527,0.3448,DMSO,DESeq2,DMSO vs T4400,1.0688,0.096,Sptlc1
Sptlc2,Group,0.0046,0.0366,DMSO,DESeq2,DMSO vs T4400,1.259,0.3322,Sptlc2
Sptssa,Group,0.6103,0.7763,DMSO,DESeq2,DMSO vs T4400,1.0318,0.0451,Sptssa
Spty2d1,Group,0.0095,0.0578,DMSO,DESeq2,DMSO vs T4400,1.2021,0.2655,Spty2d1
Spx,Group,0.8739,0.9402,T4400,DESeq2,DMSO vs T4400,0.9515,-0.0716,Spx
Sqle,Group,0.0046,0.0366,DMSO,DESeq2,DMSO vs T4400,1.1822,0.2415,Sqle
Sqrdl,Group,0.0006,0.0104,DMSO,DESeq2,DMSO vs T4400,1.6449,0.718,Sqrdl
Sqstm1,Group,0.0049,0.0382,DMSO,DESeq2,DMSO vs T4400,1.341,0.4233,Sqstm1
Sra1,Group,0.7484,0.867,T4400,DESeq2,DMSO vs T4400,0.9848,-0.0221,Sra1
Srbd1,Group,0.358,0.5776,DMSO,DESeq2,DMSO vs T4400,1.0461,0.065,Srbd1
Src,Group,0.8575,0.9308,DMSO,DESeq2,DMSO vs T4400,1.0069,0.0099,Src
Srcap,Group,0.9746,0.9873,T4400,DESeq2,DMSO vs T4400,0.9983,-0.0024,Srcap
Srd5a1,Group,0.1229,0.3016,T4400,DESeq2,DMSO vs T4400,0.7904,-0.3394,Srd5a1
Srd5a3,Group,0.07,0.2118,DMSO,DESeq2,DMSO vs T4400,1.1469,0.1978,Srd5a3
Srebf1,Group,0.5043,0.7,T4400,DESeq2,DMSO vs T4400,0.9695,-0.0447,Srebf1
Srebf2,Group,0.2438,0.462,T4400,DESeq2,DMSO vs T4400,0.9387,-0.0913,Srebf2
Srek1,Group,0.1838,0.3883,DMSO,DESeq2,DMSO vs T4400,1.1446,0.1949,Srek1
Srek1ip1,Group,0.7865,0.8901,T4400,DESeq2,DMSO vs T4400,0.9845,-0.0225,Srek1ip1
Srf,Group,0.0003,0.0064,T4400,DESeq2,DMSO vs T4400,0.7932,-0.3342,Srf
Srfbp1,Group,0.1427,0.3314,DMSO,DESeq2,DMSO vs T4400,1.0821,0.1138,Srfbp1
Srgap1,Group,0.7303,0.8545,DMSO,DESeq2,DMSO vs T4400,1.0605,0.0847,Srgap1
Srgap2,Group,0.1332,0.3173,T4400,DESeq2,DMSO vs T4400,0.9114,-0.1338,Srgap2
Srgap3,Group,0.0045,0.036,DMSO,DESeq2,DMSO vs T4400,1.2296,0.2982,Srgap3
Srgn,Group,0.0449,0.1602,DMSO,DESeq2,DMSO vs T4400,1.4208,0.5067,Srgn
Sri,Group,0.0312,0.1262,T4400,DESeq2,DMSO vs T4400,0.8975,-0.156,Sri
Srl,Group,0.0087,0.055,T4400,DESeq2,DMSO vs T4400,0.7817,-0.3552,Srl
Srm,Group,0.6574,0.8078,T4400,DESeq2,DMSO vs T4400,0.9708,-0.0428,Srm
Srp14,Group,0.6926,0.8299,T4400,DESeq2,DMSO vs T4400,0.9806,-0.0282,Srp14
Srp19,Group,0.2259,0.4411,DMSO,DESeq2,DMSO vs T4400,1.0582,0.0817,Srp19
Srp54a,Group,0.241,0.4588,DMSO,DESeq2,DMSO vs T4400,1.1423,0.1919,Srp54a
Srp54b,Group,0.6552,0.8067,T4400,DESeq2,DMSO vs T4400,0.9567,-0.0638,Srp54b
Srp68,Group,0.0811,0.2318,T4400,DESeq2,DMSO vs T4400,0.9512,-0.0722,Srp68
Srp72,Group,0.7326,0.8562,DMSO,DESeq2,DMSO vs T4400,1.0131,0.0188,Srp72
Srp9,Group,0.5578,0.7382,DMSO,DESeq2,DMSO vs T4400,1.0254,0.0362,Srp9
Srpk1,Group,0.7547,0.8699,T4400,DESeq2,DMSO vs T4400,0.985,-0.0217,Srpk1
Srpk2,Group,0.0246,0.1083,DMSO,DESeq2,DMSO vs T4400,1.1434,0.1934,Srpk2
Srpk3,Group,0.2623,0.484,T4400,DESeq2,DMSO vs T4400,0.8939,-0.1618,Srpk3
Srpr,Group,0.2203,0.4351,DMSO,DESeq2,DMSO vs T4400,1.0557,0.0782,Srpr
Srprb,Group,0.1176,0.2937,DMSO,DESeq2,DMSO vs T4400,1.0985,0.1356,Srprb
Srpx,Group,0.0364,0.1398,T4400,DESeq2,DMSO vs T4400,0.3263,-1.6158,Srpx
Srpx2,Group,0.0001,0.0039,T4400,DESeq2,DMSO vs T4400,0.7645,-0.3874,Srpx2
Srr,Group,0.3781,0.595,DMSO,DESeq2,DMSO vs T4400,1.0657,0.0918,Srr
Srrd,Group,0.8187,0.909,T4400,DESeq2,DMSO vs T4400,0.9774,-0.0329,Srrd
Srrm1,Group,0.1021,0.2686,T4400,DESeq2,DMSO vs T4400,0.9224,-0.1166,Srrm1
Srrm2,Group,0.2196,0.4343,DMSO,DESeq2,DMSO vs T4400,1.1145,0.1564,Srrm2
Srrm4os,Group,0.8005,0.8983,T4400,DESeq2,DMSO vs T4400,0.9469,-0.0787,Srrm4os
Srrt,Group,0.0069,0.0473,T4400,DESeq2,DMSO vs T4400,0.8651,-0.2091,Srrt
Srsf1,Group,0.0066,0.0456,T4400,DESeq2,DMSO vs T4400,0.8365,-0.2575,Srsf1
Srsf10,Group,0.922,0.963,T4400,DESeq2,DMSO vs T4400,0.9922,-0.0113,Srsf10
Srsf11,Group,0.3295,0.5505,T4400,DESeq2,DMSO vs T4400,0.953,-0.0694,Srsf11
Srsf2,Group,0.0015,0.0181,T4400,DESeq2,DMSO vs T4400,0.7653,-0.3859,Srsf2
Srsf3,Group,0.0096,0.0582,T4400,DESeq2,DMSO vs T4400,0.8016,-0.319,Srsf3
Srsf4,Group,0.2254,0.4408,T4400,DESeq2,DMSO vs T4400,0.8913,-0.166,Srsf4
Srsf5,Group,0.2535,0.4735,DMSO,DESeq2,DMSO vs T4400,1.1269,0.1724,Srsf5
Srsf6,Group,0.8959,0.9501,T4400,DESeq2,DMSO vs T4400,0.9921,-0.0115,Srsf6
Srsf7,Group,0.0377,0.143,T4400,DESeq2,DMSO vs T4400,0.8664,-0.2069,Srsf7
Srsf9,Group,0.0046,0.0366,T4400,DESeq2,DMSO vs T4400,0.8435,-0.2455,Srsf9
Srxn1,Group,0.0001,0.0033,DMSO,DESeq2,DMSO vs T4400,1.5663,0.6474,Srxn1
Ss18,Group,0.4006,0.6154,T4400,DESeq2,DMSO vs T4400,0.9548,-0.0668,Ss18
Ss18l1,Group,0.2814,0.5026,DMSO,DESeq2,DMSO vs T4400,1.0995,0.1369,Ss18l1
Ssb,Group,0.5242,0.715,T4400,DESeq2,DMSO vs T4400,0.9462,-0.0797,Ssb
Ssbp1,Group,0.4155,0.6279,T4400,DESeq2,DMSO vs T4400,0.9542,-0.0676,Ssbp1
Ssbp2,Group,0.603,0.7719,DMSO,DESeq2,DMSO vs T4400,1.0262,0.0373,Ssbp2
Ssbp3,Group,0.146,0.3356,T4400,DESeq2,DMSO vs T4400,0.9478,-0.0773,Ssbp3
Ssbp4,Group,0.6743,0.8179,DMSO,DESeq2,DMSO vs T4400,1.024,0.0342,Ssbp4
Ssc4d,Group,0.9787,0.9892,DMSO,DESeq2,DMSO vs T4400,1.0042,0.006,Ssc4d
Ssc5d,Group,0.2882,0.5092,T4400,DESeq2,DMSO vs T4400,0.9113,-0.1341,Ssc5d
Ssfa2,Group,0.0085,0.0542,DMSO,DESeq2,DMSO vs T4400,1.1788,0.2373,Ssfa2
Ssh1,Group,0.8386,0.9188,DMSO,DESeq2,DMSO vs T4400,1.0162,0.0231,Ssh1
Ssh2,Group,0.0011,0.0149,DMSO,DESeq2,DMSO vs T4400,1.2138,0.2795,Ssh2
Ssh3,Group,0.0049,0.038,DMSO,DESeq2,DMSO vs T4400,1.4489,0.5349,Ssh3
Ssna1,Group,0.015,0.0788,T4400,DESeq2,DMSO vs T4400,0.8473,-0.2391,Ssna1
Sspn,Group,0.2852,0.5064,T4400,DESeq2,DMSO vs T4400,0.9338,-0.0988,Sspn
Sspo,Group,0.2804,0.5018,DMSO,DESeq2,DMSO vs T4400,1.4012,0.4866,Sspo
Ssr1,Group,0.0622,0.197,DMSO,DESeq2,DMSO vs T4400,1.0629,0.088,Ssr1
Ssr2,Group,0.0177,0.0878,T4400,DESeq2,DMSO vs T4400,0.8835,-0.1787,Ssr2
Ssr3,Group,0.3241,0.5445,DMSO,DESeq2,DMSO vs T4400,1.0365,0.0517,Ssr3
Ssr4,Group,0.8131,0.9065,DMSO,DESeq2,DMSO vs T4400,1.0141,0.0202,Ssr4
Ssrp1,Group,0.0209,0.0978,T4400,DESeq2,DMSO vs T4400,0.8682,-0.2039,Ssrp1
Sssca1,Group,0.2395,0.4573,T4400,DESeq2,DMSO vs T4400,0.9299,-0.1049,Sssca1
Ssu2,Group,0.7602,0.874,T4400,DESeq2,DMSO vs T4400,0.8922,-0.1646,Ssu2
Ssu72,Group,0.7282,0.8528,T4400,DESeq2,DMSO vs T4400,0.9784,-0.0315,Ssu72
Ssx2ip,Group,0.451,0.657,T4400,DESeq2,DMSO vs T4400,0.9566,-0.064,Ssx2ip
St13,Group,0.2439,0.4621,DMSO,DESeq2,DMSO vs T4400,1.0548,0.077,St13
St18,Group,0.9749,0.9874,DMSO,DESeq2,DMSO vs T4400,1.0134,0.0192,St18
St3gal1,Group,0.329,0.5499,DMSO,DESeq2,DMSO vs T4400,1.0916,0.1265,St3gal1
St3gal2,Group,0.2281,0.4431,DMSO,DESeq2,DMSO vs T4400,1.065,0.0909,St3gal2
St3gal3,Group,0.5301,0.7189,DMSO,DESeq2,DMSO vs T4400,1.0418,0.059,St3gal3
St3gal4,Group,0,0.0014,T4400,DESeq2,DMSO vs T4400,0.8313,-0.2666,St3gal4
St3gal5,Group,0.2679,0.4895,T4400,DESeq2,DMSO vs T4400,0.9374,-0.0933,St3gal5
St3gal6,Group,0.7112,0.8418,DMSO,DESeq2,DMSO vs T4400,1.0854,0.1182,St3gal6
St5,Group,0.0001,0.0033,T4400,DESeq2,DMSO vs T4400,0.8723,-0.1971,St5
St6gal1,Group,0.0069,0.0475,DMSO,DESeq2,DMSO vs T4400,1.3013,0.38,St6gal1
St6galnac2,Group,0.3623,0.581,T4400,DESeq2,DMSO vs T4400,0.8219,-0.283,St6galnac2
St6galnac4,Group,0.14,0.3269,T4400,DESeq2,DMSO vs T4400,0.9266,-0.11,St6galnac4
St6galnac6,Group,0.4384,0.6462,T4400,DESeq2,DMSO vs T4400,0.9624,-0.0553,St6galnac6
St7,Group,0.0376,0.1428,DMSO,DESeq2,DMSO vs T4400,1.1447,0.1949,St7
St7l,Group,0.0001,0.0041,DMSO,DESeq2,DMSO vs T4400,1.2551,0.3278,St7l
St8sia2,Group,0.0001,0.0041,T4400,DESeq2,DMSO vs T4400,0.5724,-0.8049,St8sia2
St8sia4,Group,0.3313,0.5521,T4400,DESeq2,DMSO vs T4400,0.6695,-0.5788,St8sia4
Stab1,Group,0.546,0.7295,T4400,DESeq2,DMSO vs T4400,0.8413,-0.2493,Stab1
Stab2,Group,0.7625,0.8749,DMSO,DESeq2,DMSO vs T4400,1.048,0.0676,Stab2
Stac,Group,0.0557,0.1839,T4400,DESeq2,DMSO vs T4400,0.5638,-0.8268,Stac
Stac2,Group,0.0088,0.0554,DMSO,DESeq2,DMSO vs T4400,1.2582,0.3314,Stac2
Stac3,Group,0.1985,0.4076,T4400,DESeq2,DMSO vs T4400,0.8907,-0.1669,Stac3
Stag1,Group,0.3431,0.5644,DMSO,DESeq2,DMSO vs T4400,1.1019,0.14,Stag1
Stag2,Group,0.2784,0.4997,DMSO,DESeq2,DMSO vs T4400,1.1366,0.1847,Stag2
Stam,Group,0.2708,0.4921,DMSO,DESeq2,DMSO vs T4400,1.0714,0.0994,Stam
Stam2,Group,0.0245,0.1081,DMSO,DESeq2,DMSO vs T4400,1.0845,0.117,Stam2
Stambp,Group,0.0308,0.1252,DMSO,DESeq2,DMSO vs T4400,1.1059,0.1452,Stambp
Stambpl1,Group,0.4485,0.6545,DMSO,DESeq2,DMSO vs T4400,1.0345,0.0489,Stambpl1
Stamos,Group,0.1488,0.3398,DMSO,DESeq2,DMSO vs T4400,1.3482,0.431,Stamos
Stap2,Group,0.0789,0.2281,DMSO,DESeq2,DMSO vs T4400,1.199,0.2618,Stap2
Star,Group,0.1925,0.4001,DMSO,DESeq2,DMSO vs T4400,1.1306,0.1771,Star
Stard10,Group,0.5283,0.7175,T4400,DESeq2,DMSO vs T4400,0.9429,-0.0849,Stard10
Stard13,Group,0.026,0.1129,T4400,DESeq2,DMSO vs T4400,0.834,-0.2619,Stard13
Stard3,Group,0.5546,0.7367,DMSO,DESeq2,DMSO vs T4400,1.0331,0.0469,Stard3
Stard3nl,Group,0.0124,0.0695,DMSO,DESeq2,DMSO vs T4400,1.1304,0.1768,Stard3nl
Stard4,Group,0.3216,0.5427,T4400,DESeq2,DMSO vs T4400,0.9334,-0.0994,Stard4
Stard5,Group,0.0002,0.0059,DMSO,DESeq2,DMSO vs T4400,1.5964,0.6748,Stard5
Stard6,Group,0.0713,0.214,DMSO,DESeq2,DMSO vs T4400,1.5226,0.6066,Stard6
Stard7,Group,0.0021,0.0226,T4400,DESeq2,DMSO vs T4400,0.8522,-0.2308,Stard7
Stard8,Group,0.1785,0.3816,T4400,DESeq2,DMSO vs T4400,0.5978,-0.7423,Stard8
Stat1,Group,0.6458,0.8015,T4400,DESeq2,DMSO vs T4400,0.963,-0.0544,Stat1
Stat2,Group,0.0001,0.0027,DMSO,DESeq2,DMSO vs T4400,1.2994,0.3779,Stat2
Stat3,Group,0.0186,0.0906,DMSO,DESeq2,DMSO vs T4400,1.214,0.2798,Stat3
Stat5a,Group,0.0059,0.0427,T4400,DESeq2,DMSO vs T4400,0.808,-0.3076,Stat5a
Stat5b,Group,0.0059,0.0427,T4400,DESeq2,DMSO vs T4400,0.8554,-0.2253,Stat5b
Stat6,Group,0.7935,0.8943,T4400,DESeq2,DMSO vs T4400,0.9554,-0.0658,Stat6
Stau1,Group,0.2394,0.4571,T4400,DESeq2,DMSO vs T4400,0.9524,-0.0703,Stau1
Stau2,Group,0.2018,0.412,DMSO,DESeq2,DMSO vs T4400,1.0982,0.1351,Stau2
Stbd1,Group,0.0351,0.1367,DMSO,DESeq2,DMSO vs T4400,1.1543,0.2071,Stbd1
Stc1,Group,0.0448,0.16,DMSO,DESeq2,DMSO vs T4400,1.4215,0.5075,Stc1
Stc2,Group,0.0034,0.0302,DMSO,DESeq2,DMSO vs T4400,1.468,0.5539,Stc2
Steap1,Group,0.2021,0.4123,DMSO,DESeq2,DMSO vs T4400,1.2032,0.2669,Steap1
Steap2,Group,0.0887,0.246,DMSO,DESeq2,DMSO vs T4400,1.1461,0.1967,Steap2
Steap3,Group,0.0014,0.0178,DMSO,DESeq2,DMSO vs T4400,1.3877,0.4727,Steap3
Steap4,Group,0.0000063698,0.0008,DMSO,DESeq2,DMSO vs T4400,2.5304,1.3394,Steap4
Stil,Group,0.0824,0.2342,T4400,DESeq2,DMSO vs T4400,0.7082,-0.4977,Stil
Stim1,Group,0.3978,0.6134,T4400,DESeq2,DMSO vs T4400,0.9643,-0.0524,Stim1
Stim2,Group,0.51,0.7038,DMSO,DESeq2,DMSO vs T4400,1.0603,0.0844,Stim2
Stip1,Group,0.0546,0.1815,T4400,DESeq2,DMSO vs T4400,0.9102,-0.1358,Stip1
Stk10,Group,0.2214,0.4361,DMSO,DESeq2,DMSO vs T4400,1.0881,0.1219,Stk10
Stk11,Group,0.3268,0.5476,T4400,DESeq2,DMSO vs T4400,0.9606,-0.0579,Stk11
Stk11ip,Group,0.8038,0.9006,T4400,DESeq2,DMSO vs T4400,0.9826,-0.0253,Stk11ip
Stk16,Group,0.0544,0.1812,T4400,DESeq2,DMSO vs T4400,0.915,-0.1282,Stk16
Stk17b,Group,0.1548,0.3479,T4400,DESeq2,DMSO vs T4400,0.8565,-0.2235,Stk17b
Stk19,Group,0.131,0.3138,DMSO,DESeq2,DMSO vs T4400,1.1203,0.1638,Stk19
Stk24,Group,0.0003,0.0067,DMSO,DESeq2,DMSO vs T4400,1.4763,0.562,Stk24
Stk25,Group,0.0137,0.0742,T4400,DESeq2,DMSO vs T4400,0.8877,-0.1718,Stk25
Stk3,Group,0.3176,0.5386,DMSO,DESeq2,DMSO vs T4400,1.1227,0.1669,Stk3
Stk32a,Group,0.1306,0.3132,T4400,DESeq2,DMSO vs T4400,0.7085,-0.4971,Stk32a
Stk32b,Group,0.8675,0.9371,DMSO,DESeq2,DMSO vs T4400,1.0764,0.1062,Stk32b
Stk32c,Group,0.7659,0.8768,T4400,DESeq2,DMSO vs T4400,0.9074,-0.1401,Stk32c
Stk35,Group,0.8715,0.9389,DMSO,DESeq2,DMSO vs T4400,1.009,0.0129,Stk35
Stk36,Group,0.3875,0.6036,DMSO,DESeq2,DMSO vs T4400,1.0641,0.0897,Stk36
Stk38,Group,0.9395,0.9715,DMSO,DESeq2,DMSO vs T4400,1.0028,0.0041,Stk38
Stk38l,Group,0.0008,0.0124,DMSO,DESeq2,DMSO vs T4400,1.1963,0.2586,Stk38l
Stk39,Group,0.2085,0.4206,DMSO,DESeq2,DMSO vs T4400,1.0792,0.1099,Stk39
Stk4,Group,0.4862,0.6847,DMSO,DESeq2,DMSO vs T4400,1.0309,0.0439,Stk4
Stk40,Group,0.3353,0.5561,DMSO,DESeq2,DMSO vs T4400,1.0522,0.0733,Stk40
Stkld1,Group,0.7925,0.8936,DMSO,DESeq2,DMSO vs T4400,1.0994,0.1368,Stkld1
Stmn1,Group,0.0002,0.0057,T4400,DESeq2,DMSO vs T4400,0.5578,-0.8421,Stmn1
Stmn2,Group,0.4205,0.632,T4400,DESeq2,DMSO vs T4400,0.9128,-0.1316,Stmn2
Stmn4,Group,0.2898,0.5111,DMSO,DESeq2,DMSO vs T4400,1.2149,0.2808,Stmn4
Stmnd1,Group,0.3433,0.5645,T4400,DESeq2,DMSO vs T4400,0.8174,-0.2909,Stmnd1
Stom,Group,0.0105,0.0621,DMSO,DESeq2,DMSO vs T4400,1.2478,0.3194,Stom
Stoml1,Group,0.5077,0.702,DMSO,DESeq2,DMSO vs T4400,1.0716,0.0998,Stoml1
Stoml2,Group,0.106,0.2753,T4400,DESeq2,DMSO vs T4400,0.9226,-0.1161,Stoml2
Ston1,Group,0.3424,0.5638,T4400,DESeq2,DMSO vs T4400,0.9627,-0.0549,Ston1
Ston2,Group,0.1491,0.34,DMSO,DESeq2,DMSO vs T4400,1.1601,0.2143,Ston2
Stox2,Group,0.7853,0.8894,DMSO,DESeq2,DMSO vs T4400,1.0948,0.1307,Stox2
Stra13,Group,0.4286,0.6383,T4400,DESeq2,DMSO vs T4400,0.945,-0.0816,Stra13
Stra6,Group,0,0.0016,T4400,DESeq2,DMSO vs T4400,0.3637,-1.4593,Stra6
Strada,Group,0.5749,0.7517,T4400,DESeq2,DMSO vs T4400,0.964,-0.053,Strada
Stradb,Group,0.9132,0.9587,T4400,DESeq2,DMSO vs T4400,0.9945,-0.008,Stradb
Strap,Group,0.267,0.4887,T4400,DESeq2,DMSO vs T4400,0.9522,-0.0707,Strap
Strbp,Group,0.068,0.2082,DMSO,DESeq2,DMSO vs T4400,1.367,0.451,Strbp
Strip1,Group,0.3595,0.5785,T4400,DESeq2,DMSO vs T4400,0.9571,-0.0632,Strip1
Strip2,Group,0.316,0.5373,T4400,DESeq2,DMSO vs T4400,0.8643,-0.2104,Strip2
Strn,Group,0.1764,0.3789,DMSO,DESeq2,DMSO vs T4400,1.1231,0.1675,Strn
Strn3,Group,0.9623,0.9814,T4400,DESeq2,DMSO vs T4400,0.9959,-0.0059,Strn3
Strn4,Group,0.1406,0.328,T4400,DESeq2,DMSO vs T4400,0.9403,-0.0888,Strn4
Stt3a,Group,0.2703,0.4916,T4400,DESeq2,DMSO vs T4400,0.9626,-0.0551,Stt3a
Stt3b,Group,0.0647,0.2021,DMSO,DESeq2,DMSO vs T4400,1.0798,0.1107,Stt3b
Stub1,Group,0.6653,0.8122,T4400,DESeq2,DMSO vs T4400,0.9752,-0.0362,Stub1
Stx11,Group,0.5279,0.7172,T4400,DESeq2,DMSO vs T4400,0.9513,-0.072,Stx11
Stx12,Group,0.7848,0.8891,DMSO,DESeq2,DMSO vs T4400,1.0103,0.0149,Stx12
Stx16,Group,0.7303,0.8545,DMSO,DESeq2,DMSO vs T4400,1.0125,0.0179,Stx16
Stx17,Group,0.4079,0.6214,DMSO,DESeq2,DMSO vs T4400,1.0664,0.0927,Stx17
Stx18,Group,0.3644,0.5828,DMSO,DESeq2,DMSO vs T4400,1.0371,0.0525,Stx18
Stx1a,Group,0.1786,0.3817,DMSO,DESeq2,DMSO vs T4400,1.1097,0.1501,Stx1a
Stx1b,Group,0.6024,0.7717,T4400,DESeq2,DMSO vs T4400,0.8217,-0.2833,Stx1b
Stx2,Group,0.8953,0.9498,DMSO,DESeq2,DMSO vs T4400,1.0061,0.0088,Stx2
Stx3,Group,0.0007,0.011,DMSO,DESeq2,DMSO vs T4400,1.3148,0.3948,Stx3
Stx4a,Group,0.2911,0.5124,T4400,DESeq2,DMSO vs T4400,0.9562,-0.0646,Stx4a
Stx5a,Group,0.7415,0.8625,DMSO,DESeq2,DMSO vs T4400,1.0179,0.0256,Stx5a
Stx6,Group,0.073,0.2171,T4400,DESeq2,DMSO vs T4400,0.9145,-0.129,Stx6
Stx7,Group,0.2409,0.4588,DMSO,DESeq2,DMSO vs T4400,1.0403,0.057,Stx7
Stx8,Group,0.0549,0.1823,DMSO,DESeq2,DMSO vs T4400,1.1072,0.1469,Stx8
Stxbp1,Group,0.3088,0.5304,DMSO,DESeq2,DMSO vs T4400,1.0453,0.0639,Stxbp1
Stxbp2,Group,0.0794,0.2289,DMSO,DESeq2,DMSO vs T4400,1.1107,0.1514,Stxbp2
Stxbp3,Group,0.2591,0.4799,DMSO,DESeq2,DMSO vs T4400,1.094,0.1296,Stxbp3
Stxbp4,Group,0.0262,0.1134,DMSO,DESeq2,DMSO vs T4400,1.2205,0.2875,Stxbp4
Stxbp5,Group,0.0004,0.0084,DMSO,DESeq2,DMSO vs T4400,1.3218,0.4025,Stxbp5
Styk1,Group,0.2726,0.4941,T4400,DESeq2,DMSO vs T4400,0.6781,-0.5604,Styk1
Styx,Group,0.9105,0.9573,T4400,DESeq2,DMSO vs T4400,0.9898,-0.0147,Styx
Styxl1,Group,0.0453,0.1611,DMSO,DESeq2,DMSO vs T4400,3.189,1.6731,Styxl1
Sub1,Group,0.9498,0.976,DMSO,DESeq2,DMSO vs T4400,1.003,0.0044,Sub1
Sucla2,Group,0.1008,0.2669,T4400,DESeq2,DMSO vs T4400,0.9153,-0.1277,Sucla2
Suclg1,Group,0.0017,0.0199,T4400,DESeq2,DMSO vs T4400,0.8323,-0.2649,Suclg1
Suclg2,Group,0.5192,0.7118,T4400,DESeq2,DMSO vs T4400,0.9548,-0.0668,Suclg2
Sucnr1,Group,0.9241,0.9639,DMSO,DESeq2,DMSO vs T4400,1.0278,0.0396,Sucnr1
Suco,Group,0.0807,0.231,DMSO,DESeq2,DMSO vs T4400,1.2737,0.3491,Suco
Suds3,Group,0.5849,0.7594,DMSO,DESeq2,DMSO vs T4400,1.0246,0.0351,Suds3
Sufu,Group,0.6827,0.8237,T4400,DESeq2,DMSO vs T4400,0.9838,-0.0235,Sufu
Sugct,Group,0.9796,0.9894,DMSO,DESeq2,DMSO vs T4400,1.0036,0.0051,Sugct
Sugp1,Group,0.1369,0.3225,T4400,DESeq2,DMSO vs T4400,0.9433,-0.0842,Sugp1
Sugp2,Group,0.1464,0.3361,T4400,DESeq2,DMSO vs T4400,0.9179,-0.1236,Sugp2
Sugt1,Group,0.5933,0.765,T4400,DESeq2,DMSO vs T4400,0.9789,-0.0308,Sugt1
Sulf1,Group,0,0.0012,DMSO,DESeq2,DMSO vs T4400,1.5046,0.5894,Sulf1
Sulf2,Group,0.1114,0.2836,T4400,DESeq2,DMSO vs T4400,0.893,-0.1633,Sulf2
Sult2b1,Group,0.021,0.0979,T4400,DESeq2,DMSO vs T4400,0.5128,-0.9635,Sult2b1
